time,total load actual,generation solar,generation wind onshore,total load forecast,forecast solar day ahead,forecast wind onshore day ahead
2015-10-03 19:00:00+02:00,32830.0,901.0,1070.0,32552.0,908.0,1031.0
2015-10-03 20:00:00+02:00,34789.0,658.0,1037.0,34578.0,582.0,1027.0
2015-10-03 21:00:00+02:00,33797.0,637.0,1124.0,33688.0,519.0,1140.0
2015-10-03 22:00:00+02:00,31080.0,635.0,1233.0,30946.0,532.0,1228.0
2015-10-03 23:00:00+02:00,28144.0,634.0,1260.0,27987.0,559.0,1237.0
2015-10-04 00:00:00+02:00,25497.0,18.0,5134.0,25685.0,38.0,5131.0
2015-10-04 01:00:00+02:00,23651.0,16.0,5114.0,24057.0,10.0,5085.0
2015-10-04 02:00:00+02:00,22638.0,16.0,5268.0,22946.0,0.0,5206.0
2015-10-04 03:00:00+02:00,22291.0,16.0,5183.0,22536.0,1.0,5217.0
2015-10-04 04:00:00+02:00,22088.0,16.0,5130.0,22348.0,2.0,5099.0
2015-10-04 05:00:00+02:00,22447.0,16.0,5009.0,22679.0,0.0,5042.0
2015-10-04 06:00:00+02:00,24647.0,16.0,4996.0,24785.0,0.0,4936.0
2015-10-04 07:00:00+02:00,28109.0,31.0,4925.0,28012.0,41.0,4958.0
2015-10-04 08:00:00+02:00,30298.0,240.0,4597.0,30236.0,403.0,4691.0
2015-10-04 09:00:00+02:00,31570.0,851.0,4111.0,31605.0,1180.0,4301.0
2015-10-04 10:00:00+02:00,32206.0,1834.0,3948.0,32270.0,1933.0,3915.0
2015-10-04 11:00:00+02:00,32379.0,2722.0,4015.0,32170.0,2686.0,3961.0
2015-10-04 12:00:00+02:00,32267.0,3152.0,4068.0,32138.0,3174.0,4127.0
2015-10-04 13:00:00+02:00,31909.0,3399.0,3973.0,31748.0,3329.0,4054.0
2015-10-04 14:00:00+02:00,30631.0,3329.0,3791.0,30512.0,3366.0,3803.0
2015-10-04 15:00:00+02:00,29758.0,3117.0,3858.0,29661.0,3257.0,3787.0
2015-10-04 16:00:00+02:00,29401.0,2897.0,4070.0,29228.0,2869.0,3960.0
2015-10-04 17:00:00+02:00,29027.0,2474.0,4053.0,29059.0,2370.0,4032.0
2015-10-04 18:00:00+02:00,28679.0,1711.0,3876.0,28689.0,1732.0,3912.0
2015-10-04 19:00:00+02:00,28642.0,900.0,3399.0,28701.0,965.0,3590.0
2015-10-04 20:00:00+02:00,29771.0,369.0,2764.0,29842.0,338.0,2864.0
2015-10-04 21:00:00+02:00,31969.0,170.0,2425.0,31862.0,91.0,2428.0
2015-10-04 22:00:00+02:00,30019.0,125.0,1985.0,29593.0,92.0,2045.0
2015-10-04 23:00:00+02:00,27609.0,110.0,1591.0,27432.0,85.0,1652.0
2015-10-05 00:00:00+02:00,23655.0,630.0,3510.0,23711.0,407.0,3532.0
2015-10-05 01:00:00+02:00,22054.0,620.0,3785.0,22145.0,534.0,3697.0
2015-10-05 02:00:00+02:00,21022.0,539.0,3952.0,21099.0,519.0,3934.0
2015-10-05 03:00:00+02:00,20424.0,396.0,3920.0,20434.0,438.0,3940.0
2015-10-05 04:00:00+02:00,20164.0,226.0,3891.0,20088.0,313.0,3891.0
2015-10-05 05:00:00+02:00,20001.0,191.0,4067.0,20028.0,221.0,3990.0
2015-10-05 06:00:00+02:00,20091.0,134.0,4348.0,20142.0,159.0,4323.0
2015-10-05 07:00:00+02:00,19658.0,151.0,4732.0,19655.0,267.0,4589.0
2015-10-05 08:00:00+02:00,20594.0,827.0,4686.0,20436.0,908.0,4838.0
2015-10-05 09:00:00+02:00,22420.0,2467.0,4332.0,22319.0,2034.0,4407.0
2015-10-05 10:00:00+02:00,24126.0,4112.0,4599.0,24216.0,3297.0,4437.0
2015-10-05 11:00:00+02:00,24890.0,4851.0,4748.0,25137.0,4194.0,4786.0
2015-10-05 12:00:00+02:00,25125.0,5176.0,4978.0,25555.0,4713.0,4945.0
2015-10-05 13:00:00+02:00,25612.0,5334.0,5264.0,26058.0,4988.0,5206.0
2015-10-05 14:00:00+02:00,25462.0,5277.0,5280.0,25972.0,5075.0,5323.0
2015-10-05 15:00:00+02:00,24307.0,5132.0,5125.0,24944.0,4947.0,5193.0
2015-10-05 16:00:00+02:00,23720.0,4970.0,4912.0,24328.0,4574.0,4927.0
2015-10-05 17:00:00+02:00,23511.0,4499.0,4706.0,24163.0,3980.0,4730.0
2015-10-05 18:00:00+02:00,23594.0,3766.0,4549.0,24372.0,3227.0,4611.0
2015-10-05 19:00:00+02:00,23908.0,2873.0,4397.0,24703.0,2242.0,4420.0
2015-10-05 20:00:00+02:00,24696.0,1475.0,4185.0,25407.0,1209.0,4236.0
2015-10-05 21:00:00+02:00,27023.0,747.0,4380.0,27625.0,713.0,4278.0
2015-10-05 22:00:00+02:00,27366.0,638.0,4518.0,27520.0,590.0,4515.0
2015-10-05 23:00:00+02:00,25518.0,635.0,4601.0,25660.0,603.0,4592.0
2015-10-06 00:00:00+02:00,26842.0,243.0,3786.0,26854.0,75.0,3980.0
2015-10-06 01:00:00+02:00,25407.0,186.0,3622.0,25273.0,125.0,3701.0
2015-10-06 02:00:00+02:00,24278.0,141.0,3845.0,24149.0,167.0,3760.0
2015-10-06 03:00:00+02:00,23892.0,81.0,4155.0,23722.0,36.0,4051.0
2015-10-06 04:00:00+02:00,23858.0,80.0,4127.0,23739.0,36.0,4220.0
2015-10-06 05:00:00+02:00,24137.0,81.0,4560.0,23968.0,4.0,4296.0
2015-10-06 06:00:00+02:00,25555.0,78.0,4543.0,25356.0,34.0,4559.0
2015-10-06 07:00:00+02:00,28158.0,146.0,4474.0,27694.0,263.0,4478.0
2015-10-06 08:00:00+02:00,30621.0,532.0,4597.0,30043.0,1020.0,4505.0
2015-10-06 09:00:00+02:00,31833.0,1270.0,4664.0,31307.0,2272.0,4718.0
2015-10-06 10:00:00+02:00,32876.0,1978.0,4667.0,32147.0,3323.0,4697.0
2015-10-06 11:00:00+02:00,33537.0,2569.0,4863.0,32656.0,3586.0,4816.0
2015-10-06 12:00:00+02:00,34173.0,3066.0,5282.0,33160.0,3718.0,5281.0
2015-10-06 13:00:00+02:00,34217.0,3430.0,5439.0,33252.0,3591.0,5563.0
2015-10-06 14:00:00+02:00,33167.0,3577.0,5500.0,32338.0,3174.0,5532.0
2015-10-06 15:00:00+02:00,32544.0,3354.0,5624.0,31840.0,2963.0,5642.0
2015-10-06 16:00:00+02:00,32564.0,2922.0,5711.0,31981.0,3068.0,5676.0
2015-10-06 17:00:00+02:00,32733.0,2353.0,5549.0,31977.0,2810.0,5519.0
2015-10-06 18:00:00+02:00,32272.0,1752.0,5527.0,31675.0,2321.0,5571.0
2015-10-06 19:00:00+02:00,31706.0,1154.0,4906.0,31138.0,1544.0,5307.0
2015-10-06 20:00:00+02:00,31386.0,640.0,4287.0,30834.0,744.0,4577.0
2015-10-06 21:00:00+02:00,31549.0,353.0,4135.0,30887.0,280.0,4085.0
2015-10-06 22:00:00+02:00,30673.0,312.0,4331.0,30378.0,172.0,4184.0
2015-10-06 23:00:00+02:00,28327.0,297.0,4522.0,28090.0,224.0,4579.0
2015-10-07 00:00:00+02:00,30571.0,785.0,2507.0,30844.0,516.0,2550.0
2015-10-07 01:00:00+02:00,28591.0,777.0,2276.0,28632.0,575.0,2263.0
2015-10-07 02:00:00+02:00,27175.0,776.0,2010.0,27225.0,551.0,2036.0
2015-10-07 03:00:00+02:00,26344.0,774.0,1828.0,26370.0,560.0,1793.0
2015-10-07 04:00:00+02:00,25920.0,648.0,1973.0,25985.0,543.0,1879.0
2015-10-07 05:00:00+02:00,25965.0,550.0,2064.0,26100.0,391.0,2070.0
2015-10-07 06:00:00+02:00,27314.0,393.0,2275.0,27454.0,329.0,2240.0
2015-10-07 07:00:00+02:00,29375.0,397.0,2551.0,29392.0,576.0,2506.0
2015-10-07 08:00:00+02:00,31807.0,993.0,2497.0,31965.0,1406.0,2602.0
2015-10-07 09:00:00+02:00,34202.0,2655.0,2296.0,33996.0,2729.0,2339.0
2015-10-07 10:00:00+02:00,35759.0,4065.0,2567.0,35557.0,3913.0,2446.0
2015-10-07 11:00:00+02:00,36285.0,4739.0,3161.0,36384.0,4656.0,2934.0
2015-10-07 12:00:00+02:00,37284.0,5036.0,4179.0,37560.0,5078.0,3829.0
2015-10-07 13:00:00+02:00,37684.0,5295.0,4701.0,38093.0,5223.0,4771.0
2015-10-07 14:00:00+02:00,37136.0,5327.0,5142.0,37733.0,5266.0,5197.0
2015-10-07 15:00:00+02:00,36633.0,5279.0,5358.0,37335.0,5169.0,5439.0
2015-10-07 16:00:00+02:00,36384.0,5074.0,5268.0,37406.0,4999.0,5379.0
2015-10-07 17:00:00+02:00,36347.0,4682.0,5206.0,37380.0,4656.0,5220.0
2015-10-07 18:00:00+02:00,35697.0,4160.0,5035.0,36860.0,4054.0,5117.0
2015-10-07 19:00:00+02:00,35065.0,3523.0,5148.0,36286.0,3191.0,5141.0
2015-10-07 20:00:00+02:00,34040.0,2388.0,5296.0,35101.0,1962.0,5205.0
2015-10-07 21:00:00+02:00,33223.0,1174.0,5563.0,34047.0,1066.0,5400.0
2015-10-07 22:00:00+02:00,32722.0,802.0,6082.0,34115.0,719.0,5935.0
2015-10-07 23:00:00+02:00,30897.0,766.0,6237.0,32399.0,623.0,6195.0
2015-10-08 00:00:00+02:00,25282.0,27.0,5518.0,25721.0,89.0,5527.0
2015-10-08 01:00:00+02:00,23620.0,28.0,5034.0,23935.0,90.0,5107.0
2015-10-08 02:00:00+02:00,22516.0,29.0,4340.0,22688.0,56.0,4403.0
2015-10-08 03:00:00+02:00,21875.0,27.0,3697.0,22055.0,58.0,3800.0
2015-10-08 04:00:00+02:00,21672.0,28.0,3270.0,21728.0,50.0,3314.0
2015-10-08 05:00:00+02:00,21970.0,27.0,3108.0,21927.0,80.0,3124.0
2015-10-08 06:00:00+02:00,23562.0,28.0,3104.0,23283.0,55.0,3101.0
2015-10-08 07:00:00+02:00,25025.0,84.0,2897.0,24462.0,128.0,3060.0
2015-10-08 08:00:00+02:00,27214.0,504.0,2566.0,26383.0,704.0,2648.0
2015-10-08 09:00:00+02:00,29544.0,1313.0,1908.0,28799.0,1616.0,2056.0
2015-10-08 10:00:00+02:00,31035.0,2467.0,1423.0,30834.0,2707.0,1493.0
2015-10-08 11:00:00+02:00,31871.0,3399.0,1309.0,31808.0,3683.0,1307.0
2015-10-08 12:00:00+02:00,32803.0,4069.0,1415.0,32908.0,4387.0,1400.0
2015-10-08 13:00:00+02:00,33691.0,4488.0,1637.0,33938.0,4612.0,1669.0
2015-10-08 14:00:00+02:00,33554.0,4625.0,2197.0,33928.0,4506.0,2061.0
2015-10-08 15:00:00+02:00,33018.0,4547.0,2658.0,33077.0,4367.0,2599.0
2015-10-08 16:00:00+02:00,32950.0,4144.0,2953.0,32964.0,4104.0,2935.0
2015-10-08 17:00:00+02:00,32872.0,3639.0,2933.0,32908.0,3622.0,3099.0
2015-10-08 18:00:00+02:00,32508.0,3060.0,2931.0,32500.0,2959.0,2961.0
2015-10-08 19:00:00+02:00,31724.0,2127.0,2659.0,31907.0,2016.0,2878.0
2015-10-08 20:00:00+02:00,31142.0,971.0,2214.0,31385.0,1041.0,2409.0
2015-10-08 21:00:00+02:00,32074.0,460.0,2069.0,32321.0,412.0,2107.0
2015-10-08 22:00:00+02:00,31373.0,383.0,2046.0,31647.0,274.0,2049.0
2015-10-08 23:00:00+02:00,29262.0,273.0,2180.0,29616.0,217.0,2143.0
2015-10-09 00:00:00+02:00,25460.0,99.0,2381.0,26011.0,149.0,2485.0
2015-10-09 01:00:00+02:00,23993.0,91.0,2220.0,24528.0,129.0,2198.0
2015-10-09 02:00:00+02:00,23058.0,76.0,2063.0,23501.0,76.0,2053.0
2015-10-09 03:00:00+02:00,22690.0,51.0,1981.0,23070.0,57.0,1959.0
2015-10-09 04:00:00+02:00,22608.0,47.0,1776.0,22875.0,25.0,1831.0
2015-10-09 05:00:00+02:00,22940.0,48.0,1508.0,23134.0,33.0,1593.0
2015-10-09 06:00:00+02:00,24806.0,48.0,1293.0,24979.0,23.0,1330.0
2015-10-09 07:00:00+02:00,27432.0,49.0,1297.0,27537.0,49.0,1201.0
2015-10-09 08:00:00+02:00,29074.0,156.0,1217.0,28825.0,338.0,1258.0
2015-10-09 09:00:00+02:00,30449.0,764.0,1006.0,30348.0,998.0,1025.0
2015-10-09 10:00:00+02:00,31368.0,1971.0,821.0,31454.0,1964.0,865.0
2015-10-09 11:00:00+02:00,31927.0,3200.0,719.0,32138.0,3191.0,740.0
2015-10-09 12:00:00+02:00,32355.0,3976.0,817.0,32728.0,3587.0,807.0
2015-10-09 13:00:00+02:00,32430.0,4490.0,1141.0,32994.0,3974.0,1043.0
2015-10-09 14:00:00+02:00,31259.0,4531.0,1530.0,31923.0,4451.0,1507.0
2015-10-09 15:00:00+02:00,30930.0,4767.0,1850.0,31014.0,4578.0,1861.0
2015-10-09 16:00:00+02:00,30866.0,4540.0,2064.0,30844.0,4189.0,2103.0
2015-10-09 17:00:00+02:00,30892.0,4055.0,2174.0,30881.0,3586.0,2198.0
2015-10-09 18:00:00+02:00,30628.0,3398.0,2236.0,30381.0,2880.0,2272.0
2015-10-09 19:00:00+02:00,30144.0,2249.0,2239.0,29872.0,1892.0,2374.0
2015-10-09 20:00:00+02:00,31069.0,984.0,2102.0,30607.0,942.0,2175.0
2015-10-09 21:00:00+02:00,32025.0,640.0,2045.0,31448.0,514.0,2029.0
2015-10-09 22:00:00+02:00,29287.0,598.0,2043.0,28744.0,527.0,2060.0
2015-10-09 23:00:00+02:00,26890.0,532.0,1886.0,26694.0,417.0,1933.0
2015-10-10 00:00:00+02:00,24356.0,43.0,2113.0,24149.0,79.0,2131.0
2015-10-10 01:00:00+02:00,22975.0,42.0,2116.0,22934.0,66.0,2158.0
2015-10-10 02:00:00+02:00,21964.0,41.0,2251.0,21855.0,7.0,2176.0
2015-10-10 03:00:00+02:00,21328.0,43.0,2542.0,21364.0,7.0,2429.0
2015-10-10 04:00:00+02:00,20940.0,43.0,2683.0,21008.0,12.0,2639.0
2015-10-10 05:00:00+02:00,20732.0,41.0,2868.0,20901.0,11.0,2808.0
2015-10-10 06:00:00+02:00,21215.0,41.0,2767.0,21279.0,11.0,2825.0
2015-10-10 07:00:00+02:00,22442.0,43.0,2825.0,22608.0,12.0,2714.0
2015-10-10 08:00:00+02:00,23273.0,111.0,2955.0,23548.0,135.0,2938.0
2015-10-10 09:00:00+02:00,25104.0,753.0,2900.0,25333.0,724.0,2928.0
2015-10-10 10:00:00+02:00,26636.0,1584.0,2743.0,26755.0,1749.0,2811.0
2015-10-10 11:00:00+02:00,26966.0,2280.0,2514.0,27121.0,2659.0,2620.0
2015-10-10 12:00:00+02:00,26927.0,2596.0,2681.0,27035.0,2910.0,2629.0
2015-10-10 13:00:00+02:00,26973.0,2751.0,2964.0,27140.0,2924.0,2873.0
2015-10-10 14:00:00+02:00,26447.0,2700.0,3315.0,26362.0,2803.0,3225.0
2015-10-10 15:00:00+02:00,25213.0,2532.0,3646.0,25132.0,2660.0,3629.0
2015-10-10 16:00:00+02:00,24486.0,2233.0,3836.0,24438.0,2153.0,3770.0
2015-10-10 17:00:00+02:00,24376.0,1499.0,3971.0,24182.0,1608.0,3945.0
2015-10-10 18:00:00+02:00,24443.0,747.0,3932.0,24194.0,1050.0,4011.0
2015-10-10 19:00:00+02:00,25448.0,163.0,3784.0,24989.0,385.0,3797.0
2015-10-10 20:00:00+02:00,27912.0,109.0,3796.0,27603.0,69.0,3851.0
2015-10-10 21:00:00+02:00,27792.0,74.0,3488.0,27562.0,9.0,3641.0
2015-10-10 22:00:00+02:00,25909.0,45.0,3557.0,25609.0,21.0,3526.0
2015-10-10 23:00:00+02:00,24138.0,39.0,3572.0,23779.0,84.0,3575.0
2015-10-11 00:00:00+02:00,23941.0,86.0,1872.0,24153.0,37.0,1851.0
2015-10-11 01:00:00+02:00,22509.0,86.0,1881.0,22667.0,27.0,1927.0
2015-10-11 02:00:00+02:00,21825.0,83.0,1782.0,21818.0,24.0,1814.0
2015-10-11 03:00:00+02:00,21467.0,80.0,1737.0,21411.0,30.0,1736.0
2015-10-11 04:00:00+02:00,21504.0,80.0,1799.0,21486.0,31.0,1780.0
2015-10-11 05:00:00+02:00,22037.0,80.0,1885.0,21892.0,30.0,1826.0
2015-10-11 06:00:00+02:00,24291.0,80.0,1950.0,24057.0,28.0,1904.0
2015-10-11 07:00:00+02:00,27778.0,75.0,1811.0,27443.0,37.0,1819.0
2015-10-11 08:00:00+02:00,29746.0,454.0,1752.0,29489.0,501.0,1735.0
2015-10-11 09:00:00+02:00,30658.0,1670.0,1568.0,30491.0,1438.0,1659.0
2015-10-11 10:00:00+02:00,30998.0,2995.0,1346.0,30714.0,2902.0,1355.0
2015-10-11 11:00:00+02:00,31022.0,3772.0,1227.0,30958.0,3906.0,1210.0
2015-10-11 12:00:00+02:00,31246.0,3906.0,1070.0,31160.0,4025.0,1083.0
2015-10-11 13:00:00+02:00,31217.0,3907.0,1018.0,30949.0,4259.0,1043.0
2015-10-11 14:00:00+02:00,29999.0,3879.0,999.0,29974.0,4001.0,989.0
2015-10-11 15:00:00+02:00,29412.0,3653.0,894.0,29366.0,3750.0,933.0
2015-10-11 16:00:00+02:00,29141.0,3010.0,801.0,29132.0,2689.0,810.0
2015-10-11 17:00:00+02:00,29719.0,1600.0,781.0,29463.0,1530.0,781.0
2015-10-11 18:00:00+02:00,31934.0,641.0,700.0,31764.0,639.0,745.0
2015-10-11 19:00:00+02:00,32853.0,361.0,703.0,32790.0,334.0,698.0
2015-10-11 20:00:00+02:00,32915.0,178.0,685.0,32764.0,134.0,708.0
2015-10-11 21:00:00+02:00,31680.0,90.0,661.0,31792.0,108.0,689.0
2015-10-11 22:00:00+02:00,28794.0,91.0,690.0,28885.0,33.0,688.0
2015-10-11 23:00:00+02:00,26084.0,104.0,751.0,26131.0,20.0,740.0
2015-10-12 00:00:00+02:00,26712.0,13.0,3346.0,26869.0,4.0,3390.0
2015-10-12 01:00:00+02:00,24735.0,13.0,3208.0,24861.0,5.0,3243.0
2015-10-12 02:00:00+02:00,23592.0,13.0,3128.0,23789.0,7.0,3134.0
2015-10-12 03:00:00+02:00,22985.0,13.0,3152.0,23258.0,5.0,3143.0
2015-10-12 04:00:00+02:00,22932.0,13.0,3010.0,23201.0,7.0,3084.0
2015-10-12 05:00:00+02:00,23637.0,13.0,2856.0,23684.0,7.0,2855.0
2015-10-12 06:00:00+02:00,26071.0,13.0,2772.0,26231.0,6.0,2775.0
2015-10-12 07:00:00+02:00,30363.0,15.0,2726.0,30589.0,6.0,2722.0
2015-10-12 08:00:00+02:00,33031.0,27.0,2697.0,33150.0,39.0,2702.0
2015-10-12 09:00:00+02:00,33770.0,338.0,2732.0,33975.0,393.0,2680.0
2015-10-12 10:00:00+02:00,34135.0,937.0,2715.0,34347.0,852.0,2748.0
2015-10-12 11:00:00+02:00,33937.0,1360.0,2637.0,34083.0,1415.0,2668.0
2015-10-12 12:00:00+02:00,33616.0,1573.0,2605.0,33914.0,1777.0,2634.0
2015-10-12 13:00:00+02:00,33454.0,1654.0,2485.0,33742.0,1915.0,2512.0
2015-10-12 14:00:00+02:00,32367.0,1710.0,2236.0,32703.0,1908.0,2312.0
2015-10-12 15:00:00+02:00,31976.0,1681.0,2035.0,32264.0,1486.0,2058.0
2015-10-12 16:00:00+02:00,31920.0,1278.0,1841.0,32336.0,834.0,1910.0
2015-10-12 17:00:00+02:00,32860.0,568.0,1747.0,33483.0,405.0,1753.0
2015-10-12 18:00:00+02:00,35095.0,105.0,1774.0,35852.0,324.0,1750.0
2015-10-12 19:00:00+02:00,35588.0,50.0,1903.0,36065.0,213.0,1908.0
2015-10-12 20:00:00+02:00,35683.0,39.0,1965.0,35920.0,20.0,2023.0
2015-10-12 21:00:00+02:00,34799.0,26.0,2116.0,34966.0,1.0,2103.0
2015-10-12 22:00:00+02:00,32246.0,27.0,2283.0,32525.0,0.0,2254.0
2015-10-12 23:00:00+02:00,29306.0,26.0,2492.0,29712.0,21.0,2433.0
2015-10-13 00:00:00+02:00,22330.0,47.0,7221.0,22556.0,14.0,7189.0
2015-10-13 01:00:00+02:00,21100.0,47.0,7180.0,21169.0,15.0,7132.0
2015-10-13 02:00:00+02:00,20306.0,47.0,7335.0,20467.0,12.0,7186.0
2015-10-13 03:00:00+02:00,20080.0,47.0,7044.0,20221.0,12.0,7204.0
2015-10-13 04:00:00+02:00,20028.0,46.0,6824.0,20430.0,12.0,6856.0
2015-10-13 05:00:00+02:00,20752.0,43.0,6611.0,20910.0,12.0,6665.0
2015-10-13 06:00:00+02:00,23232.0,42.0,6354.0,23344.0,12.0,6391.0
2015-10-13 07:00:00+02:00,27166.0,47.0,6232.0,27471.0,13.0,6096.0
2015-10-13 08:00:00+02:00,29510.0,59.0,6287.0,30269.0,80.0,6107.0
2015-10-13 09:00:00+02:00,30166.0,426.0,6067.0,31495.0,462.0,6183.0
2015-10-13 10:00:00+02:00,30830.0,1028.0,5935.0,32318.0,1148.0,5918.0
2015-10-13 11:00:00+02:00,30971.0,1663.0,6098.0,32552.0,1804.0,5839.0
2015-10-13 12:00:00+02:00,31456.0,1992.0,6370.0,32787.0,2154.0,6221.0
2015-10-13 13:00:00+02:00,31464.0,2142.0,6438.0,32643.0,2438.0,6362.0
2015-10-13 14:00:00+02:00,30148.0,2148.0,6629.0,31291.0,2440.0,6482.0
2015-10-13 15:00:00+02:00,29336.0,1985.0,6563.0,30415.0,2124.0,6604.0
2015-10-13 16:00:00+02:00,29116.0,1794.0,6440.0,30109.0,1763.0,6503.0
2015-10-13 17:00:00+02:00,29077.0,1374.0,6395.0,30136.0,1340.0,6562.0
2015-10-13 18:00:00+02:00,28959.0,784.0,6192.0,29756.0,875.0,6389.0
2015-10-13 19:00:00+02:00,29992.0,249.0,6237.0,30378.0,348.0,6166.0
2015-10-13 20:00:00+02:00,32218.0,114.0,6674.0,32787.0,97.0,6540.0
2015-10-13 21:00:00+02:00,31387.0,49.0,7136.0,31517.0,19.0,7062.0
2015-10-13 22:00:00+02:00,28233.0,49.0,7191.0,28404.0,37.0,7262.0
2015-10-13 23:00:00+02:00,25686.0,48.0,7096.0,25954.0,37.0,7231.0
2015-10-14 00:00:00+02:00,24106.0,37.0,6867.0,24207.0,20.0,6873.0
2015-10-14 01:00:00+02:00,22791.0,36.0,6925.0,22991.0,22.0,6860.0
2015-10-14 02:00:00+02:00,21993.0,37.0,6929.0,21912.0,14.0,7016.0
2015-10-14 03:00:00+02:00,21725.0,35.0,6887.0,21570.0,13.0,6860.0
2015-10-14 04:00:00+02:00,21619.0,33.0,7128.0,21741.0,15.0,7036.0
2015-10-14 05:00:00+02:00,22029.0,33.0,7381.0,22247.0,14.0,7293.0
2015-10-14 06:00:00+02:00,23949.0,33.0,7708.0,24199.0,14.0,7576.0
2015-10-14 07:00:00+02:00,27761.0,35.0,7824.0,27816.0,9.0,7855.0
2015-10-14 08:00:00+02:00,29734.0,87.0,7810.0,29448.0,157.0,7890.0
2015-10-14 09:00:00+02:00,30343.0,824.0,7447.0,30148.0,804.0,7620.0
2015-10-14 10:00:00+02:00,30773.0,2080.0,7521.0,30828.0,1952.0,7292.0
2015-10-14 11:00:00+02:00,31033.0,3224.0,7831.0,31107.0,3102.0,7681.0
2015-10-14 12:00:00+02:00,31349.0,3744.0,7609.0,31413.0,3687.0,7660.0
2015-10-14 13:00:00+02:00,30999.0,4095.0,7304.0,31347.0,4155.0,7415.0
2015-10-14 14:00:00+02:00,29731.0,4253.0,6933.0,30172.0,4198.0,7062.0
2015-10-14 15:00:00+02:00,28999.0,4272.0,6661.0,29330.0,4078.0,6805.0
2015-10-14 16:00:00+02:00,28828.0,4113.0,6576.0,29071.0,3655.0,6620.0
2015-10-14 17:00:00+02:00,28819.0,3591.0,6470.0,29015.0,2979.0,6518.0
2015-10-14 18:00:00+02:00,28569.0,2422.0,6347.0,28770.0,1837.0,6445.0
2015-10-14 19:00:00+02:00,29634.0,849.0,6360.0,29507.0,753.0,6252.0
2015-10-14 20:00:00+02:00,32243.0,366.0,6932.0,32112.0,362.0,6796.0
2015-10-14 21:00:00+02:00,31446.0,258.0,7295.0,31135.0,250.0,7294.0
2015-10-14 22:00:00+02:00,28355.0,218.0,7140.0,28127.0,221.0,7260.0
2015-10-14 23:00:00+02:00,25884.0,166.0,6701.0,25835.0,204.0,6803.0
2015-10-15 00:00:00+02:00,24340.0,99.0,6219.0,24455.0,110.0,6244.0
2015-10-15 01:00:00+02:00,22872.0,49.0,5763.0,23031.0,109.0,5686.0
2015-10-15 02:00:00+02:00,21952.0,55.0,5479.0,22214.0,65.0,5392.0
2015-10-15 03:00:00+02:00,21621.0,61.0,4975.0,21899.0,28.0,4994.0
2015-10-15 04:00:00+02:00,21516.0,61.0,4468.0,21912.0,35.0,4551.0
2015-10-15 05:00:00+02:00,21922.0,61.0,4061.0,22252.0,30.0,4082.0
2015-10-15 06:00:00+02:00,23870.0,62.0,3826.0,24151.0,28.0,3770.0
2015-10-15 07:00:00+02:00,27547.0,64.0,3624.0,27992.0,29.0,3634.0
2015-10-15 08:00:00+02:00,29617.0,171.0,3219.0,30073.0,183.0,3308.0
2015-10-15 09:00:00+02:00,30210.0,1152.0,2594.0,30693.0,975.0,2742.0
2015-10-15 10:00:00+02:00,30684.0,2642.0,1998.0,31235.0,2345.0,2005.0
2015-10-15 11:00:00+02:00,30737.0,4127.0,1802.0,31464.0,3812.0,1645.0
2015-10-15 12:00:00+02:00,30934.0,4710.0,1508.0,31637.0,4513.0,1596.0
2015-10-15 13:00:00+02:00,30912.0,4839.0,1365.0,31307.0,5018.0,1336.0
2015-10-15 14:00:00+02:00,29807.0,4823.0,1544.0,30079.0,4945.0,1455.0
2015-10-15 15:00:00+02:00,29128.0,4684.0,1776.0,29330.0,4846.0,1758.0
2015-10-15 16:00:00+02:00,28974.0,4371.0,1915.0,29140.0,4343.0,1978.0
2015-10-15 17:00:00+02:00,29011.0,3836.0,1997.0,29269.0,3410.0,2027.0
2015-10-15 18:00:00+02:00,28763.0,2509.0,2079.0,29094.0,2237.0,2105.0
2015-10-15 19:00:00+02:00,29980.0,876.0,2034.0,29971.0,1023.0,2076.0
2015-10-15 20:00:00+02:00,32460.0,434.0,2032.0,32318.0,549.0,2011.0
2015-10-15 21:00:00+02:00,31535.0,328.0,2013.0,31379.0,329.0,2034.0
2015-10-15 22:00:00+02:00,28579.0,309.0,1775.0,28257.0,279.0,1862.0
2015-10-15 23:00:00+02:00,26037.0,235.0,1695.0,25806.0,252.0,1684.0
2015-10-16 00:00:00+02:00,24363.0,70.0,1529.0,24423.0,45.0,1559.0
2015-10-16 01:00:00+02:00,22923.0,53.0,1394.0,23026.0,68.0,1436.0
2015-10-16 02:00:00+02:00,22099.0,52.0,1273.0,22066.0,18.0,1294.0
2015-10-16 03:00:00+02:00,21767.0,48.0,1136.0,21637.0,18.0,1153.0
2015-10-16 04:00:00+02:00,21590.0,48.0,904.0,21614.0,22.0,997.0
2015-10-16 05:00:00+02:00,22096.0,47.0,729.0,22006.0,19.0,782.0
2015-10-16 06:00:00+02:00,24257.0,47.0,694.0,23918.0,19.0,691.0
2015-10-16 07:00:00+02:00,28119.0,52.0,691.0,27617.0,20.0,716.0
2015-10-16 08:00:00+02:00,30225.0,75.0,712.0,29714.0,132.0,715.0
2015-10-16 09:00:00+02:00,30742.0,629.0,744.0,30439.0,702.0,736.0
2015-10-16 10:00:00+02:00,31214.0,1402.0,737.0,31066.0,1700.0,759.0
2015-10-16 11:00:00+02:00,31405.0,2371.0,796.0,31144.0,2744.0,776.0
